index,Key,Name,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE34,SE34,SW34,NW34,NE50,SE50,SW50,NW50,NE64,SE64,SW64,NW64
0,AL011851,UNNAMED,1851-06-25T00:00:00Z,,HU,28.0,-94.8,80.0,,,,,,,,,,,,,
1,AL011851,UNNAMED,1851-06-25T06:00:00Z,,HU,28.0,-95.4,80.0,,,,,,,,,,,,,
2,AL011851,UNNAMED,1851-06-25T12:00:00Z,,HU,28.0,-96.0,80.0,,,,,,,,,,,,,
3,AL011851,UNNAMED,1851-06-25T18:00:00Z,,HU,28.1,-96.5,80.0,,,,,,,,,,,,,
4,AL011851,UNNAMED,1851-06-25T21:00:00Z,L,HU,28.2,-96.8,80.0,,,,,,,,,,,,,
5,AL011851,UNNAMED,1851-06-26T00:00:00Z,,HU,28.2,-97.0,70.0,,,,,,,,,,,,,
6,AL011851,UNNAMED,1851-06-26T06:00:00Z,,TS,28.3,-97.6,60.0,,,,,,,,,,,,,
7,AL011851,UNNAMED,1851-06-26T12:00:00Z,,TS,28.4,-98.3,60.0,,,,,,,,,,,,,
8,AL011851,UNNAMED,1851-06-26T18:00:00Z,,TS,28.6,-98.9,50.0,,,,,,,,,,,,,
9,AL011851,UNNAMED,1851-06-27T00:00:00Z,,TS,29.0,-99.4,50.0,,,,,,,,,,,,,
10,AL011851,UNNAMED,1851-06-27T06:00:00Z,,TS,29.5,-99.8,40.0,,,,,,,,,,,,,
11,AL011851,UNNAMED,1851-06-27T12:00:00Z,,TS,30.0,-100.0,40.0,,,,,,,,,,,,,
12,AL011851,UNNAMED,1851-06-27T18:00:00Z,,TS,30.5,-100.1,40.0,,,,,,,,,,,,,
13,AL011851,UNNAMED,1851-06-28T00:00:00Z,,TS,31.0,-100.2,40.0,,,,,,,,,,,,,
14,AL021851,UNNAMED,1851-07-05T12:00:00Z,,HU,22.2,-97.6,80.0,,,,,,,,,,,,,
15,AL031851,UNNAMED,1851-07-10T12:00:00Z,,TS,12.0,-60.0,50.0,,,,,,,,,,,,,
16,AL041851,UNNAMED,1851-08-16T00:00:00Z,,TS,13.4,-48.0,40.0,,,,,,,,,,,,,
17,AL041851,UNNAMED,1851-08-16T06:00:00Z,,TS,13.7,-49.5,40.0,,,,,,,,,,,,,
18,AL041851,UNNAMED,1851-08-16T12:00:00Z,,TS,14.0,-51.0,50.0,,,,,,,,,,,,,
19,AL041851,UNNAMED,1851-08-16T18:00:00Z,,TS,14.4,-52.8,50.0,,,,,,,,,,,,,
20,AL041851,UNNAMED,1851-08-17T00:00:00Z,,TS,14.9,-54.6,60.0,,,,,,,,,,,,,
21,AL041851,UNNAMED,1851-08-17T06:00:00Z,,TS,15.4,-56.5,60.0,,,,,,,,,,,,,
22,AL041851,UNNAMED,1851-08-17T12:00:00Z,,HU,15.9,-58.5,70.0,,,,,,,,,,,,,
23,AL041851,UNNAMED,1851-08-17T18:00:00Z,,HU,16.1,-60.4,70.0,,,,,,,,,,,,,
24,AL041851,UNNAMED,1851-08-18T00:00:00Z,,HU,16.6,-62.5,80.0,,,,,,,,,,,,,
25,AL041851,UNNAMED,1851-08-18T06:00:00Z,,HU,16.9,-64.1,80.0,,,,,,,,,,,,,
26,AL041851,UNNAMED,1851-08-18T12:00:00Z,,HU,17.2,-66.0,90.0,,,,,,,,,,,,,
27,AL041851,UNNAMED,1851-08-18T18:00:00Z,,HU,17.6,-67.6,90.0,,,,,,,,,,,,,
28,AL041851,UNNAMED,1851-08-19T00:00:00Z,,HU,18.0,-69.3,90.0,,,,,,,,,,,,,
29,AL041851,UNNAMED,1851-08-19T06:00:00Z,,HU,18.4,-71.1,70.0,,,,,,,,,,,,,
30,AL041851,UNNAMED,1851-08-19T12:00:00Z,,TS,18.9,-72.6,60.0,,,,,,,,,,,,,
31,AL041851,UNNAMED,1851-08-19T18:00:00Z,,TS,19.4,-74.3,60.0,,,,,,,,,,,,,
32,AL041851,UNNAMED,1851-08-20T00:00:00Z,,HU,19.9,-75.9,70.0,,,,,,,,,,,,,
33,AL041851,UNNAMED,1851-08-20T06:00:00Z,,HU,20.5,-77.6,70.0,,,,,,,,,,,,,
34,AL041851,UNNAMED,1851-08-20T12:00:00Z,,HU,21.2,-79.0,70.0,,,,,,,,,,,,,
35,AL041851,UNNAMED,1851-08-20T18:00:00Z,,HU,21.9,-80.4,70.0,,,,,,,,,,,,,
36,AL041851,UNNAMED,1851-08-21T00:00:00Z,,TS,22.6,-81.4,60.0,,,,,,,,,,,,,
37,AL041851,UNNAMED,1851-08-21T06:00:00Z,,TS,23.2,-82.5,60.0,,,,,,,,,,,,,
38,AL041851,UNNAMED,1851-08-21T12:00:00Z,,HU,23.9,-83.6,70.0,,,,,,,,,,,,,
39,AL041851,UNNAMED,1851-08-21T18:00:00Z,,HU,24.4,-84.3,70.0,,,,,,,,,,,,,
40,AL041851,UNNAMED,1851-08-22T00:00:00Z,,HU,25.0,-84.9,80.0,,,,,,,,,,,,,
41,AL041851,UNNAMED,1851-08-22T06:00:00Z,,HU,25.6,-85.5,80.0,,,,,,,,,,,,,
42,AL041851,UNNAMED,1851-08-22T12:00:00Z,,HU,26.2,-86.0,90.0,,,,,,,,,,,,,
43,AL041851,UNNAMED,1851-08-22T18:00:00Z,,HU,26.8,-86.3,90.0,,,,,,,,,,,,,
44,AL041851,UNNAMED,1851-08-23T00:00:00Z,,HU,27.4,-86.5,100.0,,,,,,,,,,,,,
45,AL041851,UNNAMED,1851-08-23T06:00:00Z,,HU,28.0,-86.6,100.0,,,,,,,,,,,,,
46,AL041851,UNNAMED,1851-08-23T12:00:00Z,,HU,28.5,-86.6,100.0,,,,,,,,,,,,,
47,AL041851,UNNAMED,1851-08-23T18:00:00Z,,HU,29.6,-86.1,100.0,,,,,,,,,,,,,
48,AL041851,UNNAMED,1851-08-23T21:00:00Z,L,HU,30.1,-85.7,100.0,,,,,,,,,,,,,
49,AL041851,UNNAMED,1851-08-24T00:00:00Z,,HU,30.7,-85.1,90.0,,,,,,,,,,,,,
50,AL041851,UNNAMED,1851-08-24T06:00:00Z,,HU,31.6,-84.1,70.0,,,,,,,,,,,,,
51,AL041851,UNNAMED,1851-08-24T12:00:00Z,,TS,32.5,-83.0,60.0,,,,,,,,,,,,,
52,AL041851,UNNAMED,1851-08-24T18:00:00Z,,TS,33.4,-81.4,50.0,,,,,,,,,,,,,
53,AL041851,UNNAMED,1851-08-25T00:00:00Z,,TS,34.0,-80.0,40.0,,,,,,,,,,,,,
54,AL041851,UNNAMED,1851-08-25T06:00:00Z,,TS,34.8,-78.6,40.0,,,,,,,,,,,,,
55,AL041851,UNNAMED,1851-08-25T12:00:00Z,,TS,35.8,-77.0,40.0,,,,,,,,,,,,,
56,AL041851,UNNAMED,1851-08-25T18:00:00Z,,TS,36.8,-75.1,40.0,,,,,,,,,,,,,
57,AL041851,UNNAMED,1851-08-26T00:00:00Z,,TS,37.8,-73.6,40.0,,,,,,,,,,,,,
58,AL041851,UNNAMED,1851-08-26T06:00:00Z,,TS,38.9,-71.8,40.0,,,,,,,,,,,,,
59,AL041851,UNNAMED,1851-08-26T12:00:00Z,,TS,40.0,-70.0,40.0,,,,,,,,,,,,,
60,AL041851,UNNAMED,1851-08-26T18:00:00Z,,TS,41.3,-66.8,40.0,,,,,,,,,,,,,
61,AL041851,UNNAMED,1851-08-27T00:00:00Z,,TS,42.8,-63.3,40.0,,,,,,,,,,,,,
62,AL041851,UNNAMED,1851-08-27T06:00:00Z,,TS,44.5,-60.2,40.0,,,,,,,,,,,,,
63,AL041851,UNNAMED,1851-08-27T12:00:00Z,,TS,46.4,-57.2,40.0,,,,,,,,,,,,,
64,AL041851,UNNAMED,1851-08-27T18:00:00Z,,TS,48.5,-54.2,40.0,,,,,,,,,,,,,
65,AL051851,UNNAMED,1851-09-13T00:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
66,AL051851,UNNAMED,1851-09-13T06:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
67,AL051851,UNNAMED,1851-09-13T12:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
68,AL051851,UNNAMED,1851-09-13T18:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
69,AL051851,UNNAMED,1851-09-14T00:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
70,AL051851,UNNAMED,1851-09-14T06:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
71,AL051851,UNNAMED,1851-09-14T12:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
72,AL051851,UNNAMED,1851-09-14T18:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
73,AL051851,UNNAMED,1851-09-15T00:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
74,AL051851,UNNAMED,1851-09-15T06:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
75,AL051851,UNNAMED,1851-09-15T12:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
76,AL051851,UNNAMED,1851-09-15T18:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
77,AL051851,UNNAMED,1851-09-16T00:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
78,AL051851,UNNAMED,1851-09-16T06:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
79,AL051851,UNNAMED,1851-09-16T12:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
80,AL051851,UNNAMED,1851-09-16T18:00:00Z,,TS,32.5,-73.5,50.0,,,,,,,,,,,,,
81,AL061851,UNNAMED,1851-10-16T00:00:00Z,,TS,28.7,-78.0,40.0,,,,,,,,,,,,,
82,AL061851,UNNAMED,1851-10-16T06:00:00Z,,TS,29.1,-77.8,40.0,,,,,,,,,,,,,
83,AL061851,UNNAMED,1851-10-16T12:00:00Z,,TS,29.5,-77.5,50.0,,,,,,,,,,,,,
84,AL061851,UNNAMED,1851-10-16T18:00:00Z,,TS,30.1,-77.1,50.0,,,,,,,,,,,,,
85,AL061851,UNNAMED,1851-10-17T00:00:00Z,,TS,30.7,-76.6,60.0,,,,,,,,,,,,,
86,AL061851,UNNAMED,1851-10-17T06:00:00Z,,TS,31.2,-76.3,60.0,,,,,,,,,,,,,
87,AL061851,UNNAMED,1851-10-17T12:00:00Z,,TS,31.6,-75.9,60.0,,,,,,,,,,,,,
88,AL061851,UNNAMED,1851-10-17T18:00:00Z,,TS,32.0,-75.5,60.0,,,,,,,,,,,,,
89,AL061851,UNNAMED,1851-10-18T00:00:00Z,,TS,32.7,-74.9,60.0,,,,,,,,,,,,,
90,AL061851,UNNAMED,1851-10-18T06:00:00Z,,TS,33.3,-74.3,60.0,,,,,,,,,,,,,
91,AL061851,UNNAMED,1851-10-18T12:00:00Z,,TS,34.0,-73.8,60.0,,,,,,,,,,,,,
92,AL061851,UNNAMED,1851-10-18T18:00:00Z,,TS,35.3,-73.0,60.0,,,,,,,,,,,,,
93,AL061851,UNNAMED,1851-10-19T00:00:00Z,,TS,37.0,-72.6,50.0,,,,,,,,,,,,,
94,AL061851,UNNAMED,1851-10-19T06:00:00Z,,TS,38.5,-72.1,50.0,,,,,,,,,,,,,
95,AL061851,UNNAMED,1851-10-19T12:00:00Z,,TS,40.2,-71.8,50.0,,,,,,,,,,,,,
96,AL061851,UNNAMED,1851-10-19T15:00:00Z,L,TS,41.1,-71.7,50.0,,,,,,,,,,,,,
97,AL061851,UNNAMED,1851-10-19T18:00:00Z,,TS,42.0,-71.6,40.0,,,,,,,,,,,,,
98,AL011852,UNNAMED,1852-08-19T00:00:00Z,,TS,20.5,-67.1,60.0,,,,,,,,,,,,,
99,AL011852,UNNAMED,1852-08-19T06:00:00Z,,TS,20.7,-68.0,60.0,,,,,,,,,,,,,
100,AL011852,UNNAMED,1852-08-19T12:00:00Z,,TS,20.9,-68.8,60.0,,,,,,,,,,,,,
101,AL011852,UNNAMED,1852-08-19T18:00:00Z,,TS,21.1,-69.6,60.0,,,,,,,,,,,,,
102,AL011852,UNNAMED,1852-08-20T00:00:00Z,,HU,21.2,-70.6,70.0,,,,,,,,,,,,,
103,AL011852,UNNAMED,1852-08-20T06:00:00Z,,HU,21.5,-71.9,70.0,,,,,,,,,,,,,
104,AL011852,UNNAMED,1852-08-20T12:00:00Z,,HU,21.7,-73.0,70.0,,,,,,,,,,,,,
105,AL011852,UNNAMED,1852-08-20T18:00:00Z,,HU,21.9,-74.0,70.0,,,,,,,,,,,,,
106,AL011852,UNNAMED,1852-08-21T00:00:00Z,,HU,22.1,-74.9,80.0,,,,,,,,,,,,,
107,AL011852,UNNAMED,1852-08-21T06:00:00Z,,HU,22.2,-76.1,80.0,,,,,,,,,,,,,
108,AL011852,UNNAMED,1852-08-21T12:00:00Z,,HU,22.6,-77.1,80.0,,,,,,,,,,,,,
109,AL011852,UNNAMED,1852-08-21T18:00:00Z,,HU,22.9,-78.1,80.0,,,,,,,,,,,,,
110,AL011852,UNNAMED,1852-08-22T00:00:00Z,,HU,23.2,-79.3,90.0,,,,,,,,,,,,,
111,AL011852,UNNAMED,1852-08-22T06:00:00Z,,HU,23.5,-80.1,90.0,,,,,,,,,,,,,
112,AL011852,UNNAMED,1852-08-22T12:00:00Z,,HU,23.8,-81.1,90.0,,,,,,,,,,,,,
113,AL011852,UNNAMED,1852-08-22T18:00:00Z,,HU,24.2,-82.1,90.0,,,,,,,,,,,,,
114,AL011852,UNNAMED,1852-08-23T00:00:00Z,,HU,24.7,-83.1,90.0,,,,,,,,,,,,,
115,AL011852,UNNAMED,1852-08-23T06:00:00Z,,HU,25.2,-83.9,90.0,,,,,,,,,,,,,
116,AL011852,UNNAMED,1852-08-23T12:00:00Z,,HU,25.7,-84.6,90.0,,,,,,,,,,,,,
117,AL011852,UNNAMED,1852-08-23T18:00:00Z,,HU,26.2,-85.3,90.0,,,,,,,,,,,,,
118,AL011852,UNNAMED,1852-08-24T00:00:00Z,,HU,26.7,-86.0,100.0,,,,,,,,,,,,,
119,AL011852,UNNAMED,1852-08-24T06:00:00Z,,HU,27.2,-86.6,100.0,,,,,,,,,,,,,
120,AL011852,UNNAMED,1852-08-24T12:00:00Z,,HU,27.7,-87.1,100.0,,,,,,,,,,,,,
121,AL011852,UNNAMED,1852-08-24T18:00:00Z,,HU,28.2,-87.5,100.0,,,,,,,,,,,,,
122,AL011852,UNNAMED,1852-08-25T00:00:00Z,,HU,28.6,-87.8,100.0,,,,,,,,,,,,,
123,AL011852,UNNAMED,1852-08-25T06:00:00Z,,HU,28.8,-88.0,100.0,,,,,,,,,,,,,
124,AL011852,UNNAMED,1852-08-25T12:00:00Z,,HU,29.1,-88.2,100.0,,,,,,,,,,,,,
125,AL011852,UNNAMED,1852-08-25T18:00:00Z,,HU,29.4,-88.4,100.0,,,,,,,,,,,,,
126,AL011852,UNNAMED,1852-08-26T00:00:00Z,,HU,29.8,-88.6,100.0,,,,,,,,,,,,,
127,AL011852,UNNAMED,1852-08-26T06:00:00Z,L,HU,30.2,-88.6,100.0,961.0,,,,,,,,,,,,
128,AL011852,UNNAMED,1852-08-26T12:00:00Z,,HU,30.6,-88.5,90.0,,,,,,,,,,,,,
129,AL011852,UNNAMED,1852-08-26T18:00:00Z,,HU,31.2,-88.1,70.0,,,,,,,,,,,,,
130,AL011852,UNNAMED,1852-08-27T00:00:00Z,,TS,31.8,-87.4,50.0,,,,,,,,,,,,,
131,AL011852,UNNAMED,1852-08-27T06:00:00Z,,TS,32.3,-86.3,40.0,,,,,,,,,,,,,
132,AL011852,UNNAMED,1852-08-27T12:00:00Z,,TS,32.8,-84.8,40.0,,,,,,,,,,,,,
133,AL011852,UNNAMED,1852-08-27T18:00:00Z,,TS,33.2,-82.8,40.0,,,,,,,,,,,,,
134,AL011852,UNNAMED,1852-08-28T00:00:00Z,,TS,33.5,-80.5,40.0,,,,,,,,,,,,,
135,AL011852,UNNAMED,1852-08-28T06:00:00Z,,TS,33.8,-78.2,40.0,,,,,,,,,,,,,
136,AL011852,UNNAMED,1852-08-28T12:00:00Z,,TS,34.0,-76.0,40.0,,,,,,,,,,,,,
137,AL011852,UNNAMED,1852-08-28T18:00:00Z,,TS,34.4,-74.2,40.0,,,,,,,,,,,,,
138,AL011852,UNNAMED,1852-08-29T00:00:00Z,,TS,35.2,-72.8,50.0,,,,,,,,,,,,,
139,AL011852,UNNAMED,1852-08-29T06:00:00Z,,TS,36.4,-71.8,50.0,,,,,,,,,,,,,
140,AL011852,UNNAMED,1852-08-29T12:00:00Z,,TS,38.0,-70.8,50.0,,,,,,,,,,,,,
141,AL011852,UNNAMED,1852-08-29T18:00:00Z,,TS,39.6,-69.6,50.0,,,,,,,,,,,,,
142,AL011852,UNNAMED,1852-08-30T00:00:00Z,,TS,41.0,-68.0,50.0,,,,,,,,,,,,,
143,AL021852,UNNAMED,1852-09-05T00:00:00Z,,HU,17.0,-64.1,70.0,,,,,,,,,,,,,
144,AL021852,UNNAMED,1852-09-05T06:00:00Z,,HU,17.4,-65.1,70.0,,,,,,,,,,,,,
145,AL021852,UNNAMED,1852-09-05T12:00:00Z,,HU,17.7,-66.1,70.0,,,,,,,,,,,,,
146,AL021852,UNNAMED,1852-09-05T18:00:00Z,,TS,18.2,-67.1,60.0,,,,,,,,,,,,,
147,AL021852,UNNAMED,1852-09-06T00:00:00Z,,TS,18.6,-68.8,60.0,,,,,,,,,,,,,
148,AL021852,UNNAMED,1852-09-06T06:00:00Z,,TS,19.2,-70.1,50.0,,,,,,,,,,,,,
149,AL021852,UNNAMED,1852-09-06T12:00:00Z,,TS,19.5,-71.4,40.0,,,,,,,,,,,,,
150,AL021852,UNNAMED,1852-09-06T18:00:00Z,,TS,19.7,-72.5,40.0,,,,,,,,,,,,,
151,AL031852,UNNAMED,1852-09-09T00:00:00Z,,HU,26.4,-90.4,70.0,,,,,,,,,,,,,
152,AL031852,UNNAMED,1852-09-09T06:00:00Z,,HU,26.5,-89.6,70.0,,,,,,,,,,,,,
153,AL031852,UNNAMED,1852-09-09T12:00:00Z,,HU,26.6,-88.8,70.0,,,,,,,,,,,,,
154,AL031852,UNNAMED,1852-09-09T18:00:00Z,,HU,26.6,-88.1,70.0,,,,,,,,,,,,,
155,AL031852,UNNAMED,1852-09-10T00:00:00Z,,HU,26.8,-87.4,70.0,,,,,,,,,,,,,
156,AL031852,UNNAMED,1852-09-10T06:00:00Z,,HU,26.9,-86.6,70.0,,,,,,,,,,,,,
157,AL031852,UNNAMED,1852-09-10T12:00:00Z,,HU,27.1,-86.1,70.0,,,,,,,,,,,,,
158,AL031852,UNNAMED,1852-09-10T18:00:00Z,,HU,27.3,-85.6,70.0,,,,,,,,,,,,,
159,AL031852,UNNAMED,1852-09-11T00:00:00Z,,HU,27.5,-85.1,70.0,,,,,,,,,,,,,
160,AL031852,UNNAMED,1852-09-11T06:00:00Z,,HU,27.7,-84.6,70.0,,,,,,,,,,,,,
161,AL031852,UNNAMED,1852-09-11T12:00:00Z,,HU,27.8,-84.0,70.0,,,,,,,,,,,,,
162,AL031852,UNNAMED,1852-09-11T18:00:00Z,,HU,27.9,-83.4,70.0,,,,,,,,,,,,,
163,AL031852,UNNAMED,1852-09-12T00:00:00Z,L,HU,28.0,-82.8,70.0,,,,,,,,,,,,,
164,AL031852,UNNAMED,1852-09-12T06:00:00Z,,TS,28.1,-82.2,60.0,,,,,,,,,,,,,
165,AL031852,UNNAMED,1852-09-12T12:00:00Z,,TS,28.2,-81.5,50.0,,,,,,,,,,,,,
166,AL031852,UNNAMED,1852-09-12T18:00:00Z,,TS,28.5,-80.5,50.0,,,,,,,,,,,,,
167,AL031852,UNNAMED,1852-09-13T00:00:00Z,,TS,29.2,-79.0,60.0,,,,,,,,,,,,,
168,AL031852,UNNAMED,1852-09-13T06:00:00Z,,HU,30.4,-77.0,70.0,,,,,,,,,,,,,
169,AL031852,UNNAMED,1852-09-13T12:00:00Z,,HU,32.0,-74.5,70.0,,,,,,,,,,,,,
170,AL031852,UNNAMED,1852-09-13T18:00:00Z,,HU,34.0,-71.5,70.0,,,,,,,,,,,,,
171,AL041852,UNNAMED,1852-09-22T00:00:00Z,,TS,16.1,-58.5,50.0,,,,,,,,,,,,,
172,AL041852,UNNAMED,1852-09-22T06:00:00Z,,TS,16.4,-59.1,50.0,,,,,,,,,,,,,
173,AL041852,UNNAMED,1852-09-22T12:00:00Z,,TS,16.7,-59.7,50.0,,,,,,,,,,,,,
174,AL041852,UNNAMED,1852-09-22T18:00:00Z,,TS,17.0,-60.3,50.0,,,,,,,,,,,,,
175,AL041852,UNNAMED,1852-09-23T00:00:00Z,,TS,17.4,-61.2,60.0,,,,,,,,,,,,,
176,AL041852,UNNAMED,1852-09-23T06:00:00Z,,TS,17.7,-62.2,60.0,,,,,,,,,,,,,
177,AL041852,UNNAMED,1852-09-23T12:00:00Z,,HU,18.1,-63.1,70.0,,,,,,,,,,,,,
178,AL041852,UNNAMED,1852-09-23T18:00:00Z,,HU,18.4,-63.7,70.0,,,,,,,,,,,,,
179,AL041852,UNNAMED,1852-09-24T00:00:00Z,,HU,18.7,-64.3,70.0,,,,,,,,,,,,,
180,AL041852,UNNAMED,1852-09-24T06:00:00Z,,HU,18.9,-65.0,70.0,,,,,,,,,,,,,
181,AL041852,UNNAMED,1852-09-24T12:00:00Z,,HU,19.1,-65.8,70.0,,,,,,,,,,,,,
182,AL041852,UNNAMED,1852-09-24T18:00:00Z,,HU,19.2,-66.6,70.0,,,,,,,,,,,,,
183,AL041852,UNNAMED,1852-09-25T00:00:00Z,,HU,19.5,-67.4,80.0,,,,,,,,,,,,,
184,AL041852,UNNAMED,1852-09-25T06:00:00Z,,HU,19.7,-68.1,80.0,,,,,,,,,,,,,
185,AL041852,UNNAMED,1852-09-25T12:00:00Z,,HU,19.9,-68.8,80.0,,,,,,,,,,,,,
186,AL041852,UNNAMED,1852-09-25T18:00:00Z,,HU,20.0,-69.6,80.0,,,,,,,,,,,,,
187,AL041852,UNNAMED,1852-09-26T00:00:00Z,,HU,20.1,-70.3,80.0,,,,,,,,,,,,,
188,AL041852,UNNAMED,1852-09-26T06:00:00Z,,HU,20.4,-70.9,80.0,,,,,,,,,,,,,
189,AL041852,UNNAMED,1852-09-26T12:00:00Z,,HU,20.7,-71.6,80.0,,,,,,,,,,,,,
190,AL041852,UNNAMED,1852-09-26T18:00:00Z,,HU,21.0,-72.1,80.0,,,,,,,,,,,,,
191,AL041852,UNNAMED,1852-09-27T00:00:00Z,,HU,21.4,-73.0,80.0,,,,,,,,,,,,,
192,AL041852,UNNAMED,1852-09-27T06:00:00Z,,HU,21.9,-73.6,80.0,,,,,,,,,,,,,
193,AL041852,UNNAMED,1852-09-27T12:00:00Z,,HU,22.5,-74.0,80.0,,,,,,,,,,,,,
194,AL041852,UNNAMED,1852-09-27T18:00:00Z,,HU,23.2,-74.4,80.0,,,,,,,,,,,,,
195,AL041852,UNNAMED,1852-09-28T00:00:00Z,,HU,23.9,-74.6,80.0,,,,,,,,,,,,,
196,AL041852,UNNAMED,1852-09-28T06:00:00Z,,HU,24.6,-74.6,80.0,,,,,,,,,,,,,
197,AL041852,UNNAMED,1852-09-28T12:00:00Z,,HU,25.4,-74.5,80.0,,,,,,,,,,,,,
198,AL041852,UNNAMED,1852-09-28T18:00:00Z,,HU,26.5,-74.0,80.0,,,,,,,,,,,,,
199,AL041852,UNNAMED,1852-09-29T00:00:00Z,,HU,27.4,-73.5,80.0,,,,,,,,,,,,,
200,AL041852,UNNAMED,1852-09-29T06:00:00Z,,HU,28.2,-72.9,80.0,,,,,,,,,,,,,
201,AL041852,UNNAMED,1852-09-29T12:00:00Z,,HU,29.0,-72.3,80.0,,,,,,,,,,,,,
202,AL041852,UNNAMED,1852-09-29T18:00:00Z,,HU,30.2,-71.5,80.0,,,,,,,,,,,,,
203,AL041852,UNNAMED,1852-09-30T00:00:00Z,,HU,31.6,-70.5,70.0,,,,,,,,,,,,,
204,AL041852,UNNAMED,1852-09-30T06:00:00Z,,HU,32.7,-69.6,70.0,,,,,,,,,,,,,
205,AL041852,UNNAMED,1852-09-30T12:00:00Z,,HU,33.8,-69.1,70.0,,,,,,,,,,,,,
206,AL041852,UNNAMED,1852-09-30T18:00:00Z,,HU,34.9,-68.6,70.0,,,,,,,,,,,,,
207,AL051852,UNNAMED,1852-10-06T00:00:00Z,,HU,17.0,-73.8,90.0,,,,,,,,,,,,,
208,AL051852,UNNAMED,1852-10-06T06:00:00Z,,HU,17.1,-75.0,90.0,,,,,,,,,,,,,
209,AL051852,UNNAMED,1852-10-06T12:00:00Z,,HU,17.2,-76.3,90.0,,,,,,,,,,,,,
210,AL051852,UNNAMED,1852-10-06T18:00:00Z,,HU,17.2,-77.8,90.0,,,,,,,,,,,,,
211,AL051852,UNNAMED,1852-10-07T00:00:00Z,,HU,17.7,-79.6,90.0,,,,,,,,,,,,,
212,AL051852,UNNAMED,1852-10-07T06:00:00Z,,HU,18.2,-81.5,90.0,,,,,,,,,,,,,
213,AL051852,UNNAMED,1852-10-07T12:00:00Z,,HU,18.7,-83.1,90.0,,,,,,,,,,,,,
214,AL051852,UNNAMED,1852-10-07T18:00:00Z,,HU,19.5,-84.4,90.0,,,,,,,,,,,,,
215,AL051852,UNNAMED,1852-10-08T00:00:00Z,,HU,20.4,-85.5,90.0,,,,,,,,,,,,,
216,AL051852,UNNAMED,1852-10-08T06:00:00Z,,HU,21.2,-86.4,90.0,,,,,,,,,,,,,
217,AL051852,UNNAMED,1852-10-08T12:00:00Z,,HU,22.4,-86.9,90.0,,,,,,,,,,,,,
218,AL051852,UNNAMED,1852-10-08T18:00:00Z,,HU,24.0,-86.8,90.0,,,,,,,,,,,,,
219,AL051852,UNNAMED,1852-10-09T00:00:00Z,,HU,25.6,-86.4,90.0,,,,,,,,,,,,,
220,AL051852,UNNAMED,1852-10-09T06:00:00Z,,HU,26.9,-85.9,90.0,,,,,,,,,,,,,
221,AL051852,UNNAMED,1852-10-09T12:00:00Z,,HU,28.0,-85.5,90.0,,,,,,,,,,,,,
222,AL051852,UNNAMED,1852-10-09T18:00:00Z,,HU,29.2,-84.9,90.0,,,,,,,,,,,,,
223,AL051852,UNNAMED,1852-10-09T21:00:00Z,L,HU,29.9,-84.4,90.0,,,,,,,,,,,,,
224,AL051852,UNNAMED,1852-10-10T00:00:00Z,,HU,30.5,-83.9,80.0,,,,,,,,,,,,,
225,AL051852,UNNAMED,1852-10-10T06:00:00Z,,TS,31.8,-82.8,60.0,,,,,,,,,,,,,
226,AL051852,UNNAMED,1852-10-10T12:00:00Z,,TS,33.0,-81.1,50.0,,,,,,,,,,,,,
227,AL051852,UNNAMED,1852-10-10T18:00:00Z,,TS,34.0,-79.5,50.0,,,,,,,,,,,,,
228,AL051852,UNNAMED,1852-10-11T00:00:00Z,,TS,35.0,-77.0,50.0,,,,,,,,,,,,,
229,AL051852,UNNAMED,1852-10-11T06:00:00Z,,TS,36.0,-74.0,50.0,,,,,,,,,,,,,
230,AL051852,UNNAMED,1852-10-11T12:00:00Z,,TS,38.0,-70.0,60.0,,,,,,,,,,,,,
231,AL051852,UNNAMED,1852-10-11T18:00:00Z,,TS,40.0,-66.0,60.0,,,,,,,,,,,,,
232,AL011853,UNNAMED,1853-08-05T12:00:00Z,,TS,32.5,-69.0,50.0,,,,,,,,,,,,,
233,AL021853,UNNAMED,1853-08-10T12:00:00Z,,TS,12.0,-60.0,40.0,,,,,,,,,,,,,
234,AL031853,UNNAMED,1853-08-30T00:00:00Z,,TS,12.1,-23.2,40.0,,,,,,,,,,,,,
