index,Key,Name,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE34,SE34,SW34,NW34,NE50,SE50,SW50,NW50,NE64,SE64,SW64,NW64
14744,AL081924,UNNAMED,1924-09-30T12:00:00Z,,EX,35.0,-78.0,60.0,,,,,,,,,,,,,
14745,AL081924,UNNAMED,1924-09-30T18:00:00Z,,EX,38.0,-75.5,65.0,,,,,,,,,,,,,
14746,AL081924,UNNAMED,1924-10-01T00:00:00Z,,EX,42.5,-73.0,55.0,,,,,,,,,,,,,
14747,AL091924,UNNAMED,1924-10-11T12:00:00Z,,TD,25.5,-88.0,30.0,,,,,,,,,,,,,
14748,AL091924,UNNAMED,1924-10-11T18:00:00Z,,TS,25.9,-88.1,35.0,,,,,,,,,,,,,
14749,AL091924,UNNAMED,1924-10-12T00:00:00Z,,TS,26.3,-88.3,40.0,,,,,,,,,,,,,
14750,AL091924,UNNAMED,1924-10-12T06:00:00Z,,TS,26.6,-88.6,45.0,,,,,,,,,,,,,
14751,AL091924,UNNAMED,1924-10-12T12:00:00Z,,TS,26.7,-89.0,50.0,,,,,,,,,,,,,
14752,AL091924,UNNAMED,1924-10-12T18:00:00Z,,TS,26.3,-89.6,50.0,,,,,,,,,,,,,
14753,AL091924,UNNAMED,1924-10-13T00:00:00Z,,TS,25.7,-90.5,50.0,,,,,,,,,,,,,
14754,AL091924,UNNAMED,1924-10-13T06:00:00Z,,TS,24.9,-91.6,50.0,,,,,,,,,,,,,
14755,AL091924,UNNAMED,1924-10-13T12:00:00Z,,TS,24.2,-92.4,50.0,,,,,,,,,,,,,
14756,AL091924,UNNAMED,1924-10-13T18:00:00Z,,TS,23.7,-93.2,50.0,,,,,,,,,,,,,
14757,AL091924,UNNAMED,1924-10-14T00:00:00Z,,TS,23.3,-94.0,50.0,,,,,,,,,,,,,
14758,AL091924,UNNAMED,1924-10-14T06:00:00Z,,TS,22.9,-94.8,50.0,,,,,,,,,,,,,
14759,AL091924,UNNAMED,1924-10-14T12:00:00Z,,TS,22.5,-95.6,50.0,,,,,,,,,,,,,
14760,AL091924,UNNAMED,1924-10-14T18:00:00Z,,TS,22.0,-96.4,50.0,,,,,,,,,,,,,
14761,AL091924,UNNAMED,1924-10-15T00:00:00Z,,TS,21.5,-97.2,50.0,,,,,,,,,,,,,
14762,AL091924,UNNAMED,1924-10-15T06:00:00Z,,TD,21.0,-98.0,30.0,,,,,,,,,,,,,
14763,AL101924,UNNAMED,1924-10-14T00:00:00Z,,TD,15.7,-83.5,25.0,,,,,,,,,,,,,
14764,AL101924,UNNAMED,1924-10-14T06:00:00Z,,TD,16.1,-83.9,25.0,,,,,,,,,,,,,
14765,AL101924,UNNAMED,1924-10-14T12:00:00Z,,TD,16.5,-84.2,30.0,,,,,,,,,,,,,
14766,AL101924,UNNAMED,1924-10-14T18:00:00Z,,TD,16.9,-84.4,30.0,,,,,,,,,,,,,
14767,AL101924,UNNAMED,1924-10-15T00:00:00Z,,TD,17.3,-84.6,30.0,,,,,,,,,,,,,
14768,AL101924,UNNAMED,1924-10-15T06:00:00Z,,TS,17.7,-84.8,35.0,,,,,,,,,,,,,
14769,AL101924,UNNAMED,1924-10-15T12:00:00Z,,TS,18.0,-85.0,40.0,,,,,,,,,,,,,
14770,AL101924,UNNAMED,1924-10-15T18:00:00Z,,TS,18.3,-85.2,50.0,,,,,,,,,,,,,
14771,AL101924,UNNAMED,1924-10-16T00:00:00Z,,TS,18.6,-85.5,60.0,,,,,,,,,,,,,
14772,AL101924,UNNAMED,1924-10-16T06:00:00Z,,HU,18.9,-85.8,70.0,,,,,,,,,,,,,
14773,AL101924,UNNAMED,1924-10-16T12:00:00Z,,HU,19.0,-86.0,80.0,,,,,,,,,,,,,
14774,AL101924,UNNAMED,1924-10-16T18:00:00Z,,HU,18.9,-86.2,80.0,,,,,,,,,,,,,
14775,AL101924,UNNAMED,1924-10-17T00:00:00Z,,HU,18.8,-86.4,80.0,,,,,,,,,,,,,
14776,AL101924,UNNAMED,1924-10-17T06:00:00Z,,HU,18.6,-86.5,85.0,,,,,,,,,,,,,
14777,AL101924,UNNAMED,1924-10-17T12:00:00Z,,HU,18.4,-86.5,85.0,,,,,,,,,,,,,
14778,AL101924,UNNAMED,1924-10-17T18:00:00Z,,HU,18.3,-86.4,85.0,,,,,,,,,,,,,
14779,AL101924,UNNAMED,1924-10-18T00:00:00Z,,HU,18.3,-86.2,90.0,,,,,,,,,,,,,
14780,AL101924,UNNAMED,1924-10-18T06:00:00Z,,HU,18.4,-86.0,95.0,,,,,,,,,,,,,
14781,AL101924,UNNAMED,1924-10-18T12:00:00Z,,HU,18.6,-85.8,100.0,,,,,,,,,,,,,
14782,AL101924,UNNAMED,1924-10-18T18:00:00Z,,HU,19.1,-85.6,110.0,,,,,,,,,,,,,
14783,AL101924,UNNAMED,1924-10-19T00:00:00Z,,HU,19.7,-85.3,120.0,,,,,,,,,,,,,
14784,AL101924,UNNAMED,1924-10-19T06:00:00Z,,HU,20.4,-85.0,130.0,,,,,,,,,,,,,
14785,AL101924,UNNAMED,1924-10-19T12:00:00Z,,HU,21.3,-84.7,145.0,,,,,,,,,,,,,
14786,AL101924,UNNAMED,1924-10-19T18:00:00Z,,HU,22.4,-84.4,145.0,910.0,,,,,,,,,,,,
14787,AL101924,UNNAMED,1924-10-20T00:00:00Z,,HU,23.4,-84.0,130.0,,,,,,,,,,,,,
14788,AL101924,UNNAMED,1924-10-20T06:00:00Z,,HU,24.4,-83.5,115.0,,,,,,,,,,,,,
14789,AL101924,UNNAMED,1924-10-20T12:00:00Z,,HU,25.2,-83.0,100.0,,,,,,,,,,,,,
14790,AL101924,UNNAMED,1924-10-20T18:00:00Z,,HU,25.5,-82.5,90.0,,,,,,,,,,,,,
14791,AL101924,UNNAMED,1924-10-21T00:00:00Z,,HU,25.8,-81.9,80.0,975.0,,,,,,,,,,,,
14792,AL101924,UNNAMED,1924-10-21T01:00:00Z,L,HU,25.8,-81.8,80.0,975.0,,,,,,,,,,,,
14793,AL101924,UNNAMED,1924-10-21T06:00:00Z,,HU,25.9,-81.0,70.0,,,,,,,,,,,,,
14794,AL101924,UNNAMED,1924-10-21T12:00:00Z,,TS,26.0,-80.1,60.0,986.0,,,,,,,,,,,,
14795,AL101924,UNNAMED,1924-10-21T18:00:00Z,,TS,26.3,-78.9,60.0,,,,,,,,,,,,,
14796,AL101924,UNNAMED,1924-10-22T00:00:00Z,,TS,26.8,-77.4,60.0,,,,,,,,,,,,,
14797,AL101924,UNNAMED,1924-10-22T06:00:00Z,,TS,27.3,-75.6,60.0,,,,,,,,,,,,,
14798,AL101924,UNNAMED,1924-10-22T12:00:00Z,,TS,28.0,-73.5,55.0,,,,,,,,,,,,,
14799,AL101924,UNNAMED,1924-10-22T18:00:00Z,,TS,28.7,-71.4,50.0,,,,,,,,,,,,,
14800,AL101924,UNNAMED,1924-10-23T00:00:00Z,,TS,29.4,-69.3,45.0,,,,,,,,,,,,,
14801,AL101924,UNNAMED,1924-10-23T06:00:00Z,,TS,30.1,-67.2,40.0,,,,,,,,,,,,,
14802,AL101924,UNNAMED,1924-10-23T12:00:00Z,,EX,31.0,-65.0,30.0,,,,,,,,,,,,,
14803,AL111924,UNNAMED,1924-11-05T12:00:00Z,,TS,12.5,-80.0,35.0,,,,,,,,,,,,,
14804,AL111924,UNNAMED,1924-11-05T18:00:00Z,,TS,12.8,-79.7,35.0,,,,,,,,,,,,,
14805,AL111924,UNNAMED,1924-11-06T00:00:00Z,,TS,13.2,-79.4,35.0,,,,,,,,,,,,,
14806,AL111924,UNNAMED,1924-11-06T06:00:00Z,,TS,13.6,-79.2,35.0,,,,,,,,,,,,,
14807,AL111924,UNNAMED,1924-11-06T12:00:00Z,,TS,14.0,-79.0,35.0,,,,,,,,,,,,,
14808,AL111924,UNNAMED,1924-11-06T18:00:00Z,,TS,14.5,-78.9,35.0,,,,,,,,,,,,,
14809,AL111924,UNNAMED,1924-11-07T00:00:00Z,,TS,15.0,-78.9,35.0,,,,,,,,,,,,,
14810,AL111924,UNNAMED,1924-11-07T06:00:00Z,,TS,15.5,-78.8,35.0,,,,,,,,,,,,,
14811,AL111924,UNNAMED,1924-11-07T12:00:00Z,,TS,16.0,-78.5,35.0,,,,,,,,,,,,,
14812,AL111924,UNNAMED,1924-11-07T18:00:00Z,,TS,16.6,-78.0,35.0,,,,,,,,,,,,,
14813,AL111924,UNNAMED,1924-11-08T00:00:00Z,,TS,17.4,-77.3,35.0,,,,,,,,,,,,,
14814,AL111924,UNNAMED,1924-11-08T06:00:00Z,,TS,18.2,-76.8,40.0,,,,,,,,,,,,,
14815,AL111924,UNNAMED,1924-11-08T12:00:00Z,,TS,18.9,-76.5,40.0,,,,,,,,,,,,,
14816,AL111924,UNNAMED,1924-11-08T18:00:00Z,,TS,19.6,-76.3,40.0,,,,,,,,,,,,,
14817,AL111924,UNNAMED,1924-11-09T00:00:00Z,,TS,20.2,-76.2,40.0,,,,,,,,,,,,,
14818,AL111924,UNNAMED,1924-11-09T06:00:00Z,,TS,20.6,-76.1,35.0,,,,,,,,,,,,,
14819,AL111924,UNNAMED,1924-11-09T12:00:00Z,,TS,21.0,-76.0,35.0,,,,,,,,,,,,,
14820,AL111924,UNNAMED,1924-11-09T18:00:00Z,,TS,21.3,-76.0,40.0,,,,,,,,,,,,,
14821,AL111924,UNNAMED,1924-11-10T00:00:00Z,,TS,21.6,-75.9,50.0,,,,,,,,,,,,,
14822,AL111924,UNNAMED,1924-11-10T06:00:00Z,,TS,21.8,-75.8,60.0,,,,,,,,,,,,,
14823,AL111924,UNNAMED,1924-11-10T12:00:00Z,,HU,22.1,-75.5,65.0,,,,,,,,,,,,,
14824,AL111924,UNNAMED,1924-11-10T18:00:00Z,,HU,22.6,-74.7,70.0,,,,,,,,,,,,,
14825,AL111924,UNNAMED,1924-11-11T00:00:00Z,,HU,23.4,-73.2,70.0,,,,,,,,,,,,,
14826,AL111924,UNNAMED,1924-11-11T06:00:00Z,,HU,24.3,-71.2,70.0,,,,,,,,,,,,,
14827,AL111924,UNNAMED,1924-11-11T12:00:00Z,,HU,25.2,-69.5,70.0,,,,,,,,,,,,,
14828,AL111924,UNNAMED,1924-11-11T18:00:00Z,,HU,25.8,-68.0,70.0,,,,,,,,,,,,,
14829,AL111924,UNNAMED,1924-11-12T00:00:00Z,,HU,26.2,-66.5,70.0,,,,,,,,,,,,,
14830,AL111924,UNNAMED,1924-11-12T06:00:00Z,,HU,26.5,-65.7,70.0,,,,,,,,,,,,,
14831,AL111924,UNNAMED,1924-11-12T12:00:00Z,,HU,27.0,-65.1,70.0,,,,,,,,,,,,,
14832,AL111924,UNNAMED,1924-11-12T18:00:00Z,,HU,27.7,-64.5,70.0,,,,,,,,,,,,,
14833,AL111924,UNNAMED,1924-11-13T00:00:00Z,,HU,28.6,-63.7,65.0,,,,,,,,,,,,,
14834,AL111924,UNNAMED,1924-11-13T06:00:00Z,,HU,29.5,-62.5,65.0,,,,,,,,,,,,,
14835,AL111924,UNNAMED,1924-11-13T12:00:00Z,,TS,30.5,-61.5,60.0,,,,,,,,,,,,,
14836,AL111924,UNNAMED,1924-11-13T18:00:00Z,,TS,31.5,-61.1,55.0,,,,,,,,,,,,,
14837,AL111924,UNNAMED,1924-11-14T00:00:00Z,,TS,32.6,-61.0,50.0,,,,,,,,,,,,,
14838,AL111924,UNNAMED,1924-11-14T06:00:00Z,,TS,33.8,-61.0,45.0,,,,,,,,,,,,,
14839,AL111924,UNNAMED,1924-11-14T12:00:00Z,,TS,35.0,-61.0,40.0,,,,,,,,,,,,,
14840,AL111924,UNNAMED,1924-11-14T18:00:00Z,,EX,36.5,-61.0,40.0,,,,,,,,,,,,,
14841,AL011925,UNNAMED,1925-08-18T00:00:00Z,,TD,29.0,-75.5,25.0,,,,,,,,,,,,,
14842,AL011925,UNNAMED,1925-08-18T06:00:00Z,,TD,29.5,-74.8,25.0,,,,,,,,,,,,,
14843,AL011925,UNNAMED,1925-08-18T12:00:00Z,,TD,30.0,-74.0,30.0,,,,,,,,,,,,,
14844,AL011925,UNNAMED,1925-08-18T18:00:00Z,,TS,30.5,-73.2,35.0,,,,,,,,,,,,,
14845,AL011925,UNNAMED,1925-08-19T00:00:00Z,,TS,31.0,-72.3,40.0,,,,,,,,,,,,,
14846,AL011925,UNNAMED,1925-08-19T06:00:00Z,,TS,31.5,-71.4,45.0,,,,,,,,,,,,,
14847,AL011925,UNNAMED,1925-08-19T12:00:00Z,,TS,32.0,-70.5,50.0,,,,,,,,,,,,,
14848,AL011925,UNNAMED,1925-08-19T18:00:00Z,,TS,32.8,-69.3,55.0,,,,,,,,,,,,,
14849,AL011925,UNNAMED,1925-08-20T00:00:00Z,,TS,33.9,-67.6,60.0,,,,,,,,,,,,,
14850,AL011925,UNNAMED,1925-08-20T06:00:00Z,,HU,35.2,-65.1,70.0,,,,,,,,,,,,,
14851,AL011925,UNNAMED,1925-08-20T12:00:00Z,,HU,36.5,-61.5,70.0,,,,,,,,,,,,,
14852,AL011925,UNNAMED,1925-08-20T18:00:00Z,,HU,37.8,-58.5,70.0,,,,,,,,,,,,,
14853,AL011925,UNNAMED,1925-08-21T00:00:00Z,,HU,39.1,-56.5,65.0,,,,,,,,,,,,,
14854,AL011925,UNNAMED,1925-08-21T06:00:00Z,,EX,40.5,-55.5,60.0,,,,,,,,,,,,,
14855,AL021925,UNNAMED,1925-08-25T12:00:00Z,,TD,30.0,-78.0,25.0,,,,,,,,,,,,,
14856,AL021925,UNNAMED,1925-08-25T18:00:00Z,,TD,30.6,-77.7,30.0,,,,,,,,,,,,,
14857,AL021925,UNNAMED,1925-08-26T00:00:00Z,,TD,31.2,-77.4,30.0,,,,,,,,,,,,,
14858,AL021925,UNNAMED,1925-08-26T06:00:00Z,,TS,31.8,-77.0,35.0,,,,,,,,,,,,,
14859,AL021925,UNNAMED,1925-08-26T12:00:00Z,,TS,32.5,-76.5,35.0,,,,,,,,,,,,,
14860,AL021925,UNNAMED,1925-08-26T18:00:00Z,,TS,33.2,-75.6,35.0,,,,,,,,,,,,,
14861,AL021925,UNNAMED,1925-08-27T00:00:00Z,,TS,33.8,-74.2,35.0,,,,,,,,,,,,,
14862,AL021925,UNNAMED,1925-08-27T06:00:00Z,,TS,34.4,-72.3,35.0,,,,,,,,,,,,,
14863,AL021925,UNNAMED,1925-08-27T12:00:00Z,,TS,35.0,-70.0,35.0,,,,,,,,,,,,,
14864,AL021925,UNNAMED,1925-08-27T18:00:00Z,,TS,35.5,-67.5,35.0,,,,,,,,,,,,,
14865,AL021925,UNNAMED,1925-08-28T00:00:00Z,,EX,36.0,-64.5,30.0,,,,,,,,,,,,,
14866,AL031925,UNNAMED,1925-09-06T00:00:00Z,,TD,22.0,-93.2,30.0,,,,,,,,,,,,,
14867,AL031925,UNNAMED,1925-09-06T06:00:00Z,,TS,22.7,-94.2,35.0,,,,,,,,,,,,,
14868,AL031925,UNNAMED,1925-09-06T12:00:00Z,,TS,23.5,-95.2,40.0,,,,,,,,,,,,,
14869,AL031925,UNNAMED,1925-09-06T18:00:00Z,,TS,24.3,-96.2,45.0,,,,,,,,,,,,,
14870,AL031925,UNNAMED,1925-09-07T00:00:00Z,,TS,25.1,-97.3,45.0,,,,,,,,,,,,,
14871,AL031925,UNNAMED,1925-09-07T06:00:00Z,,TS,25.9,-98.3,40.0,,,,,,,,,,,,,
14872,AL031925,UNNAMED,1925-09-07T12:00:00Z,,TS,26.7,-99.3,35.0,,,,,,,,,,,,,
14873,AL031925,UNNAMED,1925-09-07T18:00:00Z,,TD,27.7,-100.0,30.0,,,,,,,,,,,,,
14874,AL041925,UNNAMED,1925-11-27T00:00:00Z,,TD,20.2,-85.9,30.0,,,,,,,,,,,,,
14875,AL041925,UNNAMED,1925-11-27T06:00:00Z,,TD,20.1,-85.8,30.0,,,,,,,,,,,,,
14876,AL041925,UNNAMED,1925-11-27T12:00:00Z,,TS,20.0,-85.7,35.0,,,,,,,,,,,,,
14877,AL041925,UNNAMED,1925-11-27T18:00:00Z,,TS,19.9,-85.6,35.0,,,,,,,,,,,,,
14878,AL041925,UNNAMED,1925-11-28T00:00:00Z,,TS,19.8,-85.4,35.0,,,,,,,,,,,,,
14879,AL041925,UNNAMED,1925-11-28T06:00:00Z,,TS,19.7,-85.2,35.0,,,,,,,,,,,,,
14880,AL041925,UNNAMED,1925-11-28T12:00:00Z,,TS,19.5,-85.0,35.0,,,,,,,,,,,,,
14881,AL041925,UNNAMED,1925-11-28T18:00:00Z,,TS,19.3,-84.7,35.0,,,,,,,,,,,,,
14882,AL041925,UNNAMED,1925-11-29T00:00:00Z,,TS,19.1,-84.2,35.0,,,,,,,,,,,,,
14883,AL041925,UNNAMED,1925-11-29T06:00:00Z,,TS,19.0,-83.7,35.0,,,,,,,,,,,,,
14884,AL041925,UNNAMED,1925-11-29T12:00:00Z,,TS,19.0,-83.5,35.0,,,,,,,,,,,,,
14885,AL041925,UNNAMED,1925-11-29T18:00:00Z,,TS,19.3,-83.7,35.0,,,,,,,,,,,,,
14886,AL041925,UNNAMED,1925-11-30T00:00:00Z,,TS,19.9,-84.1,35.0,,,,,,,,,,,,,
14887,AL041925,UNNAMED,1925-11-30T06:00:00Z,,TS,20.8,-84.6,35.0,,,,,,,,,,,,,
14888,AL041925,UNNAMED,1925-11-30T12:00:00Z,,TS,22.0,-84.7,40.0,,,,,,,,,,,,,
14889,AL041925,UNNAMED,1925-11-30T18:00:00Z,,TS,23.6,-84.2,45.0,,,,,,,,,,,,,
14890,AL041925,UNNAMED,1925-12-01T00:00:00Z,,TS,25.6,-82.8,55.0,,,,,,,,,,,,,
14891,AL041925,UNNAMED,1925-12-01T03:00:00Z,L,TS,26.3,-81.9,55.0,,,,,,,,,,,,,
14892,AL041925,UNNAMED,1925-12-01T06:00:00Z,,EX,27.3,-81.1,50.0,,,,,,,,,,,,,
14893,AL041925,UNNAMED,1925-12-01T12:00:00Z,,EX,28.7,-80.1,60.0,,,,,,,,,,,,,
14894,AL041925,UNNAMED,1925-12-01T18:00:00Z,,EX,30.0,-79.5,70.0,,,,,,,,,,,,,
14895,AL041925,UNNAMED,1925-12-02T00:00:00Z,,EX,31.0,-78.7,80.0,,,,,,,,,,,,,
14896,AL041925,UNNAMED,1925-12-02T06:00:00Z,,EX,32.0,-78.1,75.0,,,,,,,,,,,,,
14897,AL041925,UNNAMED,1925-12-02T12:00:00Z,,EX,33.3,-77.5,70.0,,,,,,,,,,,,,
14898,AL041925,UNNAMED,1925-12-02T18:00:00Z,,EX,34.4,-76.9,65.0,980.0,,,,,,,,,,,,
14899,AL041925,UNNAMED,1925-12-03T00:00:00Z,,EX,35.5,-76.2,60.0,,,,,,,,,,,,,
14900,AL041925,UNNAMED,1925-12-03T06:00:00Z,,EX,36.5,-75.4,60.0,,,,,,,,,,,,,
14901,AL041925,UNNAMED,1925-12-03T12:00:00Z,,EX,37.2,-74.5,55.0,,,,,,,,,,,,,
14902,AL041925,UNNAMED,1925-12-03T18:00:00Z,,EX,37.7,-73.5,55.0,,,,,,,,,,,,,
14903,AL041925,UNNAMED,1925-12-04T00:00:00Z,,EX,37.9,-72.4,50.0,,,,,,,,,,,,,
14904,AL041925,UNNAMED,1925-12-04T06:00:00Z,,EX,37.8,-71.2,50.0,,,,,,,,,,,,,
14905,AL041925,UNNAMED,1925-12-04T12:00:00Z,,EX,37.6,-70.0,45.0,,,,,,,,,,,,,
14906,AL041925,UNNAMED,1925-12-04T18:00:00Z,,EX,37.2,-69.0,45.0,,,,,,,,,,,,,
14907,AL041925,UNNAMED,1925-12-05T00:00:00Z,,EX,36.8,-68.2,40.0,,,,,,,,,,,,,
14908,AL041925,UNNAMED,1925-12-05T06:00:00Z,,EX,36.4,-67.7,35.0,,,,,,,,,,,,,
14909,AL041925,UNNAMED,1925-12-05T12:00:00Z,,EX,36.0,-67.5,30.0,,,,,,,,,,,,,
14910,AL011926,UNNAMED,1926-07-22T06:00:00Z,,TS,12.8,-56.5,35.0,,,,,,,,,,,,,
14911,AL011926,UNNAMED,1926-07-22T12:00:00Z,,TS,13.5,-58.0,40.0,,,,,,,,,,,,,
14912,AL011926,UNNAMED,1926-07-22T18:00:00Z,,TS,14.2,-59.6,50.0,,,,,,,,,,,,,
14913,AL011926,UNNAMED,1926-07-23T00:00:00Z,,TS,14.9,-61.3,60.0,,,,,,,,,,,,,
14914,AL011926,UNNAMED,1926-07-23T06:00:00Z,,HU,15.6,-62.9,70.0,,,,,,,,,,,,,
14915,AL011926,UNNAMED,1926-07-23T12:00:00Z,,HU,16.3,-64.5,80.0,,,,,,,,,,,,,
14916,AL011926,UNNAMED,1926-07-23T18:00:00Z,,HU,17.1,-65.8,90.0,,,,,,,,,,,,,
14917,AL011926,UNNAMED,1926-07-24T00:00:00Z,,HU,17.9,-67.1,90.0,,,,,,,,,,,,,
14918,AL011926,UNNAMED,1926-07-24T06:00:00Z,,HU,18.7,-68.2,85.0,,,,,,,,,,,,,
14919,AL011926,UNNAMED,1926-07-24T12:00:00Z,,HU,19.5,-69.3,80.0,,,,,,,,,,,,,
14920,AL011926,UNNAMED,1926-07-24T18:00:00Z,,HU,20.2,-70.3,75.0,,,,,,,,,,,,,
14921,AL011926,UNNAMED,1926-07-25T00:00:00Z,,HU,21.0,-71.3,85.0,,,,,,,,,,,,,
14922,AL011926,UNNAMED,1926-07-25T06:00:00Z,,HU,21.8,-72.4,95.0,,,,,,,,,,,,,
14923,AL011926,UNNAMED,1926-07-25T12:00:00Z,,HU,22.5,-73.5,105.0,,,,,,,,,,,,,
14924,AL011926,UNNAMED,1926-07-25T18:00:00Z,,HU,23.1,-74.4,115.0,,,,,,,,,,,,,
14925,AL011926,UNNAMED,1926-07-26T00:00:00Z,,HU,23.7,-75.3,120.0,,,,,,,,,,,,,
14926,AL011926,UNNAMED,1926-07-26T06:00:00Z,,HU,24.3,-76.2,120.0,,,,,,,,,,,,,
14927,AL011926,UNNAMED,1926-07-26T12:00:00Z,,HU,24.8,-77.0,115.0,,,,,,,,,,,,,
14928,AL011926,UNNAMED,1926-07-26T18:00:00Z,,HU,25.2,-77.6,110.0,,,,,,,,,,,,,
14929,AL011926,UNNAMED,1926-07-27T00:00:00Z,,HU,25.6,-78.1,105.0,,,,,,,,,,,,,
14930,AL011926,UNNAMED,1926-07-27T06:00:00Z,,HU,25.9,-78.5,95.0,,,,,,,,,,,,,
14931,AL011926,UNNAMED,1926-07-27T12:00:00Z,,HU,26.3,-79.0,95.0,,,,,,,,,,,,,
14932,AL011926,UNNAMED,1926-07-27T18:00:00Z,,HU,26.9,-79.5,95.0,,,,,,,,,,,,,
14933,AL011926,UNNAMED,1926-07-28T00:00:00Z,,HU,27.7,-80.0,90.0,,,,,,,,,,,,,
14934,AL011926,UNNAMED,1926-07-28T06:00:00Z,,HU,28.5,-80.5,90.0,967.0,,,,,,,,,,,,
14935,AL011926,UNNAMED,1926-07-28T10:00:00Z,L,HU,29.0,-80.8,90.0,967.0,,,,,,,,,,,,
14936,AL011926,UNNAMED,1926-07-28T12:00:00Z,,HU,29.2,-81.1,75.0,,,,,,,,,,,,,
14937,AL011926,UNNAMED,1926-07-28T18:00:00Z,,TS,29.8,-81.8,55.0,,,,,,,,,,,,,
14938,AL011926,UNNAMED,1926-07-29T00:00:00Z,,TS,30.5,-82.6,50.0,,,,,,,,,,,,,
14939,AL011926,UNNAMED,1926-07-29T06:00:00Z,,TS,31.3,-83.5,40.0,,,,,,,,,,,,,
14940,AL011926,UNNAMED,1926-07-29T12:00:00Z,,TS,32.0,-84.5,35.0,,,,,,,,,,,,,
14941,AL011926,UNNAMED,1926-07-29T18:00:00Z,,TD,32.4,-85.5,30.0,,,,,,,,,,,,,
14942,AL011926,UNNAMED,1926-07-30T00:00:00Z,,TD,32.7,-86.6,30.0,,,,,,,,,,,,,
14943,AL011926,UNNAMED,1926-07-30T06:00:00Z,,TD,32.9,-87.8,25.0,,,,,,,,,,,,,
14944,AL011926,UNNAMED,1926-07-30T12:00:00Z,,TD,33.0,-88.8,25.0,,,,,,,,,,,,,
14945,AL011926,UNNAMED,1926-07-30T18:00:00Z,,TD,33.2,-89.6,25.0,,,,,,,,,,,,,
14946,AL011926,UNNAMED,1926-07-31T00:00:00Z,,TD,33.5,-90.1,25.0,,,,,,,,,,,,,
14947,AL011926,UNNAMED,1926-07-31T06:00:00Z,,TD,33.9,-90.4,25.0,,,,,,,,,,,,,
14948,AL011926,UNNAMED,1926-07-31T12:00:00Z,,TD,34.5,-90.5,25.0,,,,,,,,,,,,,
14949,AL011926,UNNAMED,1926-07-31T18:00:00Z,,TD,35.5,-90.0,25.0,,,,,,,,,,,,,
14950,AL011926,UNNAMED,1926-08-01T00:00:00Z,,EX,37.0,-88.7,25.0,,,,,,,,,,,,,
14951,AL011926,UNNAMED,1926-08-01T06:00:00Z,,EX,38.4,-87.1,25.0,,,,,,,,,,,,,
14952,AL011926,UNNAMED,1926-08-01T12:00:00Z,,EX,39.5,-85.5,25.0,,,,,,,,,,,,,
14953,AL011926,UNNAMED,1926-08-01T18:00:00Z,,EX,40.6,-83.9,25.0,,,,,,,,,,,,,
14954,AL011926,UNNAMED,1926-08-02T00:00:00Z,,EX,41.8,-82.2,25.0,,,,,,,,,,,,,
14955,AL011926,UNNAMED,1926-08-02T06:00:00Z,,EX,42.9,-80.6,25.0,,,,,,,,,,,,,
14956,AL011926,UNNAMED,1926-08-02T12:00:00Z,,EX,44.0,-78.8,25.0,,,,,,,,,,,,,
14957,AL021926,UNNAMED,1926-07-29T12:00:00Z,,TD,16.0,-46.0,25.0,,,,,,,,,,,,,
14958,AL021926,UNNAMED,1926-07-29T18:00:00Z,,TD,16.1,-47.0,25.0,,,,,,,,,,,,,
14959,AL021926,UNNAMED,1926-07-30T00:00:00Z,,TD,16.2,-48.0,30.0,,,,,,,,,,,,,
14960,AL021926,UNNAMED,1926-07-30T06:00:00Z,,TD,16.3,-49.0,30.0,,,,,,,,,,,,,
14961,AL021926,UNNAMED,1926-07-30T12:00:00Z,,TD,16.5,-50.0,30.0,,,,,,,,,,,,,
14962,AL021926,UNNAMED,1926-07-30T18:00:00Z,,TD,16.7,-50.9,30.0,,,,,,,,,,,,,
14963,AL021926,UNNAMED,1926-07-31T00:00:00Z,,TS,16.9,-51.8,35.0,,,,,,,,,,,,,
14964,AL021926,UNNAMED,1926-07-31T06:00:00Z,,TS,17.2,-52.7,35.0,,,,,,,,,,,,,
14965,AL021926,UNNAMED,1926-07-31T12:00:00Z,,TS,17.5,-53.5,35.0,,,,,,,,,,,,,
14966,AL021926,UNNAMED,1926-07-31T18:00:00Z,,TS,18.1,-54.4,40.0,,,,,,,,,,,,,
14967,AL021926,UNNAMED,1926-08-01T00:00:00Z,,TS,19.0,-55.3,45.0,,,,,,,,,,,,,
14968,AL021926,UNNAMED,1926-08-01T06:00:00Z,,TS,20.0,-56.2,50.0,,,,,,,,,,,,,
14969,AL021926,UNNAMED,1926-08-01T12:00:00Z,,TS,21.0,-57.0,60.0,,,,,,,,,,,,,
14970,AL021926,UNNAMED,1926-08-01T18:00:00Z,,HU,22.1,-57.6,70.0,,,,,,,,,,,,,
14971,AL021926,UNNAMED,1926-08-02T00:00:00Z,,HU,23.1,-58.2,80.0,,,,,,,,,,,,,
14972,AL021926,UNNAMED,1926-08-02T06:00:00Z,,HU,24.1,-58.7,90.0,,,,,,,,,,,,,
14973,AL021926,UNNAMED,1926-08-02T12:00:00Z,,HU,25.1,-59.2,100.0,,,,,,,,,,,,,
14974,AL021926,UNNAMED,1926-08-02T18:00:00Z,,HU,25.7,-59.7,100.0,,,,,,,,,,,,,
